document,file,line,kind,numbers,numeric_matches,text
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,11,typographic/notation,5.626 | 9.264 | 0.524,"{""5.626"": [""main_2/reports/model_comparison.csv"", ""report_v2/tables/embedding.csv""], ""9.264"": [""main_2/reports/model_comparison.csv"", ""report_v2/tables/embedding.csv""], ""0.524"": [""main_2/reports/model_comparison.csv"", ""report_v2/tables/embedding.csv""]}",Frozen embedding & Image-only MLP & 5.626 & 9.264 & 0.524\\
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,12,typographic/notation,5.748 | 9.865 | 0.460,"{""5.748"": [""main_2/reports/model_comparison.csv"", ""report_v2/tables/embedding.csv""], ""9.865"": [""main_2/reports/model_comparison.csv"", ""report_v2/tables/embedding.csv""], ""0.460"": [""main_2/reports/model_comparison.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/embedding.csv"", ""report_v2/tables/mesh_capacity.csv""]}",Embedding + metadata & Multimodal MLP & 5.748 & 9.865 & 0.460\\
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,13,typographic/notation,4.209 | 6.234 | 0.784,"{""4.209"": [""report_v2/tables/interpretable_regime_winners.csv""], ""6.234"": [""report_v2/tables/interpretable_regime_winners.csv""], ""0.784"": [""report_v2/tables/interpretable_regime_winners.csv""]}",Interpretable mixed features & MLP regressor & 4.209 & 6.234 & 0.784\\\bottomrule
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,21,scientific prose/table/caption,0.9996 | 791 | 0.00023 | 0.00050,"{""0.9996"": [""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""0.00023"": [""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""0.00050"": [""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}","In the refined feature audit, total surface-rust percentage and the independently named rust-area image feature have Spearman correlation 0.9996 across all 791 aligned observations. Their mean absolute difference is approximately 0.00023 percentage points, with a maximum of approximately 0.00050 percentage points. Figure~\ref{fig:adjacency} shows both the agreement and the small residuals."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,23,scientific prose/table/caption,791 | 0.9996,"{""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""0.9996"": [""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}",\fig{label_adjacency}{1}{Numerical alignment of the total surface-rust label and the rust-area feature on all 791 matched observations. The left panel compares the two percentages with an identity line; the right panel shows feature-minus-label residuals in percentage points. Spearman correlation is 0.9996. This is evidence of near label reconstruction; it does not independently verify that identical code or thresholds created the original label.}{fig:adjacency}
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,30,scientific prose/table/caption,2 | 0.582 | -0.677 | 0.595 | -0.077 | 792 | 2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""], ""0.582"": [""report_v2/tables/interpretable_regime_winners.csv""], ""-0.677"": [""report_v2/tables/interpretable_regime_winners.csv""], ""0.595"": [""report_v2/tables/interpretable_regime_winners.csv""], ""-0.077"": [""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/paired_specimen_errors.csv""], ""792"": [""Data/Images_dataset.zip"", ""main_2/reports/predictions_best_model.csv"", ""main_4/outputs/audit/verified_facts.json"", ""report_v2/evidence/paired_diagnostics.json""]}","For the earlier interpretable representation, the per-regime selected total-rust model has mean $R^2=0.582$ under campaign exclusion and $-0.677$ under treatment exclusion. Corresponding peak-rust values are $0.595$ and $-0.077$. These are means over two campaign folds and seven treatment folds, respectively, on the 792-row basis. Individual treatment test sets are small and uneven; averaging their $R^2$ values can amplify a poor low-variance fold."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,32,scientific prose/table/caption,0.549 | 0.758 | 2 | 0.995 | 0.957 | 0.989 | 0.972 | 791,"{""0.549"": [""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""report_v2/tables/refined_robustness.csv"", ""report_v2/tables/robustness_ratios.csv""], ""0.758"": [""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/feature_set_comparison.csv"", ""report_v2/tables/pooled_capacity.csv"", ""report_v2/tables/refined_robustness.csv"", ""report_v2/tables/robustness_ratios.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""], ""0.995"": [""main_4/outputs/models/surface/surface_total_rust_pct/leave_one_treatment_out/surface_total_rust_pct_fold_metrics.csv""], ""0.957"": [""main_4/outputs/models/surface/peak_rust_pct/leave_one_treatment_out/peak_rust_pct_fold_metrics.csv""], ""0.989"": [""report_v2/tables/refined_robustness.csv""], ""0.972"": [""report_v2/tables/refined_robustness.csv""], ""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""]}","The refined surface experiment does not reproduce this treatment-level deterioration. Tracking its grouped winners, total-rust GradientBoosting has LOTO/grouped MAE ratio 0.549, while peak-rust RandomForest has ratio 0.758. Their mean treatment-fold $R^2$ values are 0.995 and 0.957 across nine folds. The corresponding LOTO Spearman values in the saved robustness table are 0.989 and 0.972. These results apply to the refined 791-row basis and its more specific treatment grouping."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,34,scientific prose/table/caption,2 | 2,"{""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""]}","Figure~\ref{fig:robustness} places the surface and structural patterns side by side using fixed models. Its ratios should not be confused with the reselected-model $R^2$ values above. For example, a positive campaign-out $R^2$ for the best available peak-rust model does not imply that its original grouped winner keeps the same absolute error."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/05_surface_results.tex,36,scientific prose/table/caption,48,"{""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\fig{robustness_synthesis}{1}{Evaluation-regime sensitivity expressed as MAE divided by each model's own grouped-holdout MAE. Values above one indicate larger error. For the interpretable representation, fixed grouped winners are RandomForest for total rust, wire-area loss, and ultimate load, and MLP for peak rust. For the refined representation they are GradientBoosting for total rust and RandomForest for the other targets; the wire-loss row is the diagnostic winner, not the final robustness-selected CatBoost. Earlier grouping uses one holdout, seven treatment folds, and two campaign folds; refined grouping uses five holdouts, nine treatment folds, and two campaign folds. Structural results have 48 independent terminal specimens. The generations are normalized separately.}{fig:robustness}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/06_structural_results.tex,5,scientific prose/table/caption,3.899 | 2 | 0.310 | 0.121 | 2 | 0.385 | 48 | 38,"{""3.899"": [""report_v2/tables/interpretable_regime_winners.csv""], ""2"": [""main/reports/current_corrosion_metrics.csv"", ""main_4/outputs/data/master_table.csv"", ""main_4/outputs/diagnostics/tables/benchmark_best_model_robustness.csv | main_3/outputs/corrosion_regression_metrics.csv | main_3/outputs/damage_regression_metrics.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv""], ""0.310"": [""report_v2/tables/interpretable_regime_winners.csv""], ""0.121"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/mesh_capacity.csv"", ""report_v2/tables/robust_structural_selection.csv""], ""0.385"": [""report_v2/tables/interpretable_regime_winners.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""], ""38"": [""Data/splits/train_manifest.csv | Data/splits/val_manifest.csv | Data/splits/test_manifest.csv"", ""main_3/outputs/canonical_dataset.csv"", ""report_v2/evidence/paired_diagnostics.json"", ""report_v2/tables/classification_splits.csv"", ""report_v2/tables/split_checks.csv""]}","In the earlier interpretable phase, grouped-holdout RandomForest gives wire-area-loss MAE 3.899 percentage points and $R^2=0.310$, while ultimate-load MAE is 0.121\,kN and $R^2=0.385$. These scores use ten test specimens from 48, with 38 training specimens. They show some within-mixture predictability, but do not establish stable transfer."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/06_structural_results.tex,7,scientific prose/table/caption,0.124 | 0.105,"{""0.124"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""report_v2/tables/paired_specimen_errors.csv"", ""report_v2/tables/refined_robustness.csv"", ""report_v2/tables/robust_structural_selection.csv""], ""0.105"": [""report_v2/tables/refined_robustness.csv""]}","The later robustness-weighted selection chooses metadata-only models for both endpoints (Table~\ref{tab:robustselection}). For wire-area loss the final selection is CatBoost, with grouped MAE 0.124 as a fraction. A separate diagnostic table follows a RandomForest with grouped MAE 0.105. Those rows must not be merged: the lower diagnostic number is not the final CatBoost model's score."
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/06_structural_results.tex,9,scientific prose/table/caption,791 | 48,"{""791"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/data/master_table.csv | main_4/outputs/features/image_features.csv""], ""48"": [""main_4/outputs/data/master_table.csv"", ""main_4/outputs/models/degradation/degradation_best_fits.csv"", ""main_4/outputs/models/proxy_rul/proxy_rul_summary.json | main_4/outputs/models/proxy_rul/proxy_rul_estimates.csv"", ""main_4/outputs/ultimate_load_refocus/data/specimen_summary_table.csv | main_4/outputs/ultimate_load_refocus/correlations/mesh_stratified_corrosion_vs_ultimate_load.csv"", ""main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/fold_metrics.csv | main_4/outputs/ultimate_load_refocus/pooled_all_weeks/grouped_cv/experiments/hsv_only/CatBoost/terminal_fold_predictions.csv""]}","\caption{Final robustness-selected structural configurations on the 791-image basis with 48 terminal specimens. Both use metadata only. Entries are mean MAE across five grouped holdouts, nine treatment folds, or two campaign folds; wire-loss error is a fraction, and load error is in kN. Selection weighs evidence across regimes, so these are not necessarily the smallest isolated grouped errors.}\label{tab:robustselection}"
report_v2/thesis/thesis.tex,report_v2/thesis/chapters/06_structural_results.tex,12,typographic/notation,0.124 | 0.116 | 0.121,"{""0.124"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""report_v2/tables/paired_specimen_errors.csv"", ""report_v2/tables/refined_robustness.csv"", ""report_v2/tables/robust_structural_selection.csv""], ""0.116"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""report_v2/tables/robust_structural_selection.csv""], ""0.121"": [""main_4/outputs/models/hidden_damage/best_models.csv"", ""main_4/outputs/ultimate_load_refocus/mesh_stratified/mesh_feature_set_comparison.csv"", ""report_v2/tables/interpretable_regime_winners.csv"", ""report_v2/tables/mesh_capacity.csv"", ""report_v2/tables/robust_structural_selection.csv""]}",Wire-area loss (fraction) & CatBoost & 0.124 & 0.116 & 0.121\\
